id,title,genres,keywords,overview,cast,crew,vote_average,runtime,release_date,popularity,original_language
80229,Mencuri Raden Saleh Part 6,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Crime""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Crime genre, directed by Angga Dwimas Sasongko. This film features standout performances by Iqbaal Ramadhan, Angga Yunanda.","[{""name"": ""Iqbaal Ramadhan"", ""character"": """"}, {""name"": ""Angga Yunanda"", ""character"": """"}]","[{""name"": ""Angga Dwimas Sasongko"", ""job"": ""Director""}]",8.6,160,2007-03-05,93.3,id
80230,Suzanna: Bernapas dalam Kubur Part 6,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Rocky Soraya. This film features standout performances by Luna Maya, Herjunot Ali.","[{""name"": ""Luna Maya"", ""character"": """"}, {""name"": ""Herjunot Ali"", ""character"": """"}]","[{""name"": ""Rocky Soraya"", ""job"": ""Director""}]",5.9,96,2025-05-26,67.5,id
80231,Sang Penari Part 6,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""History""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, History genre, directed by Ifa Isfansyah. This film features standout performances by Prisia Nasution, Oka Antara.","[{""name"": ""Prisia Nasution"", ""character"": """"}, {""name"": ""Oka Antara"", ""character"": """"}]","[{""name"": ""Ifa Isfansyah"", ""job"": ""Director""}]",5.7,119,2011-07-13,8.7,id
80232,Photocopier Part 6,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Mystery""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Mystery genre, directed by Wregas Bhanuteja. This film features standout performances by Shenina Cinnamon, Chicco Kurniawan.","[{""name"": ""Shenina Cinnamon"", ""character"": """"}, {""name"": ""Chicco Kurniawan"", ""character"": """"}]","[{""name"": ""Wregas Bhanuteja"", ""job"": ""Director""}]",6.0,147,2007-02-21,48.9,id
80233,Yuni Part 6,"[{""id"": 0, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama genre, directed by Kamila Andini. This film features standout performances by Arawinda Kirana, Kevin Ardilova.","[{""name"": ""Arawinda Kirana"", ""character"": """"}, {""name"": ""Kevin Ardilova"", ""character"": """"}]","[{""name"": ""Kamila Andini"", ""job"": ""Director""}]",8.1,111,2009-05-31,28.0,id
80234,"Before, Now & Then Part 6","[{""id"": 0, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama genre, directed by Kamila Andini. This film features standout performances by Happy Salma, Laura Basuki.","[{""name"": ""Happy Salma"", ""character"": """"}, {""name"": ""Laura Basuki"", ""character"": """"}]","[{""name"": ""Kamila Andini"", ""job"": ""Director""}]",5.7,141,2012-12-04,58.9,id
80235,Marlina the Murderer in Four Acts Part 6,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Western""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Western genre, directed by Mouly Surya. This film features standout performances by Marsha Timothy, Dea Panendra.","[{""name"": ""Marsha Timothy"", ""character"": """"}, {""name"": ""Dea Panendra"", ""character"": """"}]","[{""name"": ""Mouly Surya"", ""job"": ""Director""}]",8.6,148,2012-06-13,28.3,id
80236,The Night Comes for Us Part 6,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Thriller""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Thriller genre, directed by Timo Tjahjanto. This film features standout performances by Joe Taslim, Iko Uwais.","[{""name"": ""Joe Taslim"", ""character"": """"}, {""name"": ""Iko Uwais"", ""character"": """"}]","[{""name"": ""Timo Tjahjanto"", ""job"": ""Director""}]",8.4,118,2012-01-24,37.4,id
80237,Headshot Part 6,"[{""id"": 0, ""name"": ""Action""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action genre, directed by The Mo Brothers. This film features standout performances by Iko Uwais, Chelsea Islan.","[{""name"": ""Iko Uwais"", ""character"": """"}, {""name"": ""Chelsea Islan"", ""character"": """"}]","[{""name"": ""The Mo Brothers"", ""job"": ""Director""}]",6.5,169,2022-01-30,90.7,id
80238,Macabre Part 6,"[{""id"": 0, ""name"": ""Horror""}, {""id"": 1, ""name"": ""Slasher""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror, Slasher genre, directed by The Mo Brothers. This film features standout performances by Shareefa Daanish, Julie Estelle.","[{""name"": ""Shareefa Daanish"", ""character"": """"}, {""name"": ""Julie Estelle"", ""character"": """"}]","[{""name"": ""The Mo Brothers"", ""job"": ""Director""}]",8.5,138,2022-01-14,23.7,id
80239,Susi Susanti: Love All Part 6,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Sport""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Sport genre, directed by Sim F. This film features standout performances by Laura Basuki, Dion Wiyoko.","[{""name"": ""Laura Basuki"", ""character"": """"}, {""name"": ""Dion Wiyoko"", ""character"": """"}]","[{""name"": ""Sim F"", ""job"": ""Director""}]",5.5,147,2003-03-02,90.5,id
80240,27 Steps of May Part 6,"[{""id"": 0, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama genre, directed by Ravi Bharwani. This film features standout performances by Raihaanun, Lukman Sardi.","[{""name"": ""Raihaanun"", ""character"": """"}, {""name"": ""Lukman Sardi"", ""character"": """"}]","[{""name"": ""Ravi Bharwani"", ""job"": ""Director""}]",6.7,109,2007-12-07,96.8,id
80241,Danur: I Can See Ghosts Part 7,"[{""id"": 0, ""name"": ""Horror""}, {""id"": 1, ""name"": ""Mystery""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror, Mystery genre, directed by Awi Suryadi. This film features standout performances by Prilly Latuconsina, Shareefa Daanish.","[{""name"": ""Prilly Latuconsina"", ""character"": """"}, {""name"": ""Shareefa Daanish"", ""character"": """"}]","[{""name"": ""Awi Suryadi"", ""job"": ""Director""}]",6.9,142,2024-05-01,92.9,id
80242,Danur 2: Maddah Part 7,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Awi Suryadi. This film features standout performances by Prilly Latuconsina, Sophia Latjuba.","[{""name"": ""Prilly Latuconsina"", ""character"": """"}, {""name"": ""Sophia Latjuba"", ""character"": """"}]","[{""name"": ""Awi Suryadi"", ""job"": ""Director""}]",8.6,111,2019-05-11,33.7,id
80243,Danur 3: Sunyaruri Part 7,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Awi Suryadi. This film features standout performances by Prilly Latuconsina, Rizky Nazar.","[{""name"": ""Prilly Latuconsina"", ""character"": """"}, {""name"": ""Rizky Nazar"", ""character"": """"}]","[{""name"": ""Awi Suryadi"", ""job"": ""Director""}]",8.0,174,2021-01-07,99.6,id
80244,Asih Part 7,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Awi Suryadi. This film features standout performances by Shareefa Daanish, Citra Kirana.","[{""name"": ""Shareefa Daanish"", ""character"": """"}, {""name"": ""Citra Kirana"", ""character"": """"}]","[{""name"": ""Awi Suryadi"", ""job"": ""Director""}]",7.0,96,2024-05-08,19.8,id
80245,Ivanna Part 7,"[{""id"": 0, ""name"": ""Horror""}, {""id"": 1, ""name"": ""Thriller""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror, Thriller genre, directed by Kimo Stamboel. This film features standout performances by Caitlin Halderman, Jovarel Callum.","[{""name"": ""Caitlin Halderman"", ""character"": """"}, {""name"": ""Jovarel Callum"", ""character"": """"}]","[{""name"": ""Kimo Stamboel"", ""job"": ""Director""}]",6.9,157,2017-01-25,39.5,id
80246,Agak Laen Part 7,"[{""id"": 0, ""name"": ""Comedy""}, {""id"": 1, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Comedy, Horror genre, directed by Muhadkly Acho. This film features standout performances by Bene Dion, Boris Bokir.","[{""name"": ""Bene Dion"", ""character"": """"}, {""name"": ""Boris Bokir"", ""character"": """"}]","[{""name"": ""Muhadkly Acho"", ""job"": ""Director""}]",7.2,114,2004-05-22,44.9,id
80247,KKN di Desa Penari Part 7,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Awi Suryadi. This film features standout performances by Tissa Biani, Adinda Thomas.","[{""name"": ""Tissa Biani"", ""character"": """"}, {""name"": ""Adinda Thomas"", ""character"": """"}]","[{""name"": ""Awi Suryadi"", ""job"": ""Director""}]",5.8,138,2014-05-20,14.5,id
80248,The Raid: Redemption Part 7,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Thriller""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Thriller genre, directed by Gareth Evans. This film features standout performances by Iko Uwais, Joe Taslim.","[{""name"": ""Iko Uwais"", ""character"": """"}, {""name"": ""Joe Taslim"", ""character"": """"}]","[{""name"": ""Gareth Evans"", ""job"": ""Director""}]",6.8,115,2005-12-13,64.9,id
80249,The Raid 2 Part 7,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Crime""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Crime genre, directed by Gareth Evans. This film features standout performances by Iko Uwais, Arifin Putra.","[{""name"": ""Iko Uwais"", ""character"": """"}, {""name"": ""Arifin Putra"", ""character"": """"}]","[{""name"": ""Gareth Evans"", ""job"": ""Director""}]",7.5,103,2022-01-06,36.2,id
80250,Pengabdi Setan Part 7,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Joko Anwar. This film features standout performances by Tara Basro, Bront Palarae.","[{""name"": ""Tara Basro"", ""character"": """"}, {""name"": ""Bront Palarae"", ""character"": """"}]","[{""name"": ""Joko Anwar"", ""job"": ""Director""}]",6.9,171,2025-05-19,11.1,id
80251,Pengabdi Setan 2: Communion Part 7,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Joko Anwar. This film features standout performances by Tara Basro, Endy Arfian.","[{""name"": ""Tara Basro"", ""character"": """"}, {""name"": ""Endy Arfian"", ""character"": """"}]","[{""name"": ""Joko Anwar"", ""job"": ""Director""}]",7.9,108,2005-05-23,73.7,id
80252,Laskar Pelangi Part 7,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Family""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Family genre, directed by Riri Riza. This film features standout performances by Cut Mini, Ikranagara.","[{""name"": ""Cut Mini"", ""character"": """"}, {""name"": ""Ikranagara"", ""character"": """"}]","[{""name"": ""Riri Riza"", ""job"": ""Director""}]",6.4,162,2004-02-19,57.1,id
80253,Habibie & Ainun Part 7,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Romance""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Romance genre, directed by Faozan Rizal. This film features standout performances by Reza Rahadian, Bunga Citra Lestari.","[{""name"": ""Reza Rahadian"", ""character"": """"}, {""name"": ""Bunga Citra Lestari"", ""character"": """"}]","[{""name"": ""Faozan Rizal"", ""job"": ""Director""}]",8.1,118,2000-06-04,57.2,id
80254,Ayat-Ayat Cinta Part 7,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Romance""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Romance genre, directed by Hanung Bramantyo. This film features standout performances by Fedi Nuril, Rianti Cartwright.","[{""name"": ""Fedi Nuril"", ""character"": """"}, {""name"": ""Rianti Cartwright"", ""character"": """"}]","[{""name"": ""Hanung Bramantyo"", ""job"": ""Director""}]",5.7,125,2006-08-02,90.9,id
80255,Ada Apa Dengan Cinta? Part 7,"[{""id"": 0, ""name"": ""Romance""}, {""id"": 1, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Romance, Drama genre, directed by Rudi Soedjarwo. This film features standout performances by Dian Sastrowardoyo, Nicholas Saputra.","[{""name"": ""Dian Sastrowardoyo"", ""character"": """"}, {""name"": ""Nicholas Saputra"", ""character"": """"}]","[{""name"": ""Rudi Soedjarwo"", ""job"": ""Director""}]",8.2,107,2009-08-06,39.1,id
80256,Ada Apa Dengan Cinta 2 Part 7,"[{""id"": 0, ""name"": ""Romance""}, {""id"": 1, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Romance, Drama genre, directed by Riri Riza. This film features standout performances by Dian Sastrowardoyo, Nicholas Saputra.","[{""name"": ""Dian Sastrowardoyo"", ""character"": """"}, {""name"": ""Nicholas Saputra"", ""character"": """"}]","[{""name"": ""Riri Riza"", ""job"": ""Director""}]",7.4,172,2007-04-21,53.1,id
80257,Gundala Part 7,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Sci-Fi""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Sci-Fi genre, directed by Joko Anwar. This film features standout performances by Abimana Aryasatya, Tara Basro.","[{""name"": ""Abimana Aryasatya"", ""character"": """"}, {""name"": ""Tara Basro"", ""character"": """"}]","[{""name"": ""Joko Anwar"", ""job"": ""Director""}]",6.3,123,2007-04-15,47.6,id
80258,Impetigore Part 7,"[{""id"": 0, ""name"": ""Horror""}, {""id"": 1, ""name"": ""Mystery""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror, Mystery genre, directed by Joko Anwar. This film features standout performances by Tara Basro, Marissa Anita.","[{""name"": ""Tara Basro"", ""character"": """"}, {""name"": ""Marissa Anita"", ""character"": """"}]","[{""name"": ""Joko Anwar"", ""job"": ""Director""}]",8.2,173,2022-02-23,25.8,id
80259,The Big 4 Part 7,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Comedy""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Comedy genre, directed by Timo Tjahjanto. This film features standout performances by Abimana Aryasatya, Putri Marino.","[{""name"": ""Abimana Aryasatya"", ""character"": """"}, {""name"": ""Putri Marino"", ""character"": """"}]","[{""name"": ""Timo Tjahjanto"", ""job"": ""Director""}]",6.1,124,2004-06-03,66.2,id
80260,Dilan 1990 Part 7,"[{""id"": 0, ""name"": ""Romance""}, {""id"": 1, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Romance, Drama genre, directed by Fajar Bustomi. This film features standout performances by Iqbaal Ramadhan, Vanesha Prescilla.","[{""name"": ""Iqbaal Ramadhan"", ""character"": """"}, {""name"": ""Vanesha Prescilla"", ""character"": """"}]","[{""name"": ""Fajar Bustomi"", ""job"": ""Director""}]",6.0,124,2022-07-31,17.8,id
80261,Dilan 1991 Part 7,"[{""id"": 0, ""name"": ""Romance""}, {""id"": 1, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Romance, Drama genre, directed by Fajar Bustomi. This film features standout performances by Iqbaal Ramadhan, Vanesha Prescilla.","[{""name"": ""Iqbaal Ramadhan"", ""character"": """"}, {""name"": ""Vanesha Prescilla"", ""character"": """"}]","[{""name"": ""Fajar Bustomi"", ""job"": ""Director""}]",8.7,166,2017-01-09,66.0,id
80262,Milea: Suara dari Dilan Part 7,"[{""id"": 0, ""name"": ""Romance""}, {""id"": 1, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Romance, Drama genre, directed by Fajar Bustomi. This film features standout performances by Iqbaal Ramadhan, Vanesha Prescilla.","[{""name"": ""Iqbaal Ramadhan"", ""character"": """"}, {""name"": ""Vanesha Prescilla"", ""character"": """"}]","[{""name"": ""Fajar Bustomi"", ""job"": ""Director""}]",8.6,100,2025-06-19,6.8,id
80263,Stealing Raden Saleh Part 7,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Heist""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Heist genre, directed by Angga Dwimas Sasongko. This film features standout performances by Iqbaal Ramadhan, Angga Yunanda.","[{""name"": ""Iqbaal Ramadhan"", ""character"": """"}, {""name"": ""Angga Yunanda"", ""character"": """"}]","[{""name"": ""Angga Dwimas Sasongko"", ""job"": ""Director""}]",7.4,113,2011-05-12,12.1,id
